record_id,molecule_name,cas_rn,cas_status,pubchem_cid,molecular_formula,inchikey,canonical_smiles,partition,formula_group,component_scope,elemental_scope,mixture_flag,oxygenate_flag,aromaticity_class,structure_class,density_screening_flag_ge_0_90_g_cm3,X01,X02,X03,X04,X05,X06,X07,Y01,Y02,Y02_label_status,Y03,Y04,Y05,Y06,Y07,reference_map
HC-0049,Methylcyclohexane,108-87-2,reported,7962.0,C7H14,UAEPNZWRGJTJPN-UHFFFAOYSA-N,CC1CCCCC1,development,C7H14,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,98.189,2.0,0.0,1.0,1.0,1.09861228866811,2.34375,43.358,33.55,author-curated independent response; source audit pending,0.76935,-126.55,100.85,-4.0,0.766,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0163；Y02→REF-0493；Y03→REF-0127；Y04→REF-0164；Y05→REF-0165；Y06→REF-0479；Y07→REF-0479
HC-0050,Methylcyclopentane,96-37-7,reported,7296.0,C6H12,GDOPTJXRTPNYNR-UHFFFAOYSA-N,CC1CCCC1,development,C6H12,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,84.162,2.0,0.0,1.0,1.0,1.09861228866811,1.63265306122449,43.659,33.4,author-curated independent response; source audit pending,0.74664,-142.15,71.85,-23.0,0.5646,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0166；Y02→REF-0493；Y03→REF-0167；Y04→REF-0168；Y05→REF-0169；Y06→REF-0479；Y07→REF-0479
HC-0051,Octylcyclohexane,1795-15-9,reported,15712.0,C14H28,FBXWCEKQCVOOLT-UHFFFAOYSA-N,CCCCCCCCC1CCCCC1,development,C14H28,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,196.378,2.0,0.0,1.0,1.0,1.09861228866811,8.32,43.791,35.51,author-curated independent response; source audit pending,0.81414,-20.4,254.85,102.36,2.0577,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0170；Y02→REF-0493；Y03→REF-0146；Y04→REF-0171；Y05→REF-0172；Y06→REF-0481；Y07→REF-0482
HC-0052,Propylcyclohexane,1678-92-8,reported,15505.0,C9H18,DEDZSLCZHWTGOR-UHFFFAOYSA-N,CCCC1CCCCC1,development,C9H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,126.243,2.0,0.0,1.0,1.0,1.09861228866811,3.92,43.414,34.62,author-curated independent response; source audit pending,0.79,-95.06,155.85,35.0,1.001,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0173；Y02→REF-0493；Y03→REF-0072；Y04→REF-0174；Y05→REF-0175；Y06→REF-0479；Y07→REF-0479
HC-0054,"1,2,4-Trimethylbenzene",95-63-6,reported,7247.0,C9H12,GWHJZXXIDMPWGX-UHFFFAOYSA-N,Cc1ccc(C)c(C)c1,development,C9H12,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,120.195,1.33333333333333,0.666666666666667,1.0,3.0,0.693147180559945,2.21887201680218,41.025,36.09,author-curated independent response; source audit pending,0.87578,-43.77,169.38,44.4,0.8547,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0005；Y02→REF-0493；Y03→REF-0180；Y04→REF-0181；Y05→REF-0182；Y06→REF-0479；Y07→REF-0479
HC-0055,"1,4-Diethylbenzene",105-05-5,reported,7734.0,C10H14,DSNHSQKRULAAEI-UHFFFAOYSA-N,CCc1ccc(CC)cc1,development,C10H14,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,134.222,1.4,0.6,1.0,2.0,1.6094379124341,3.40377229355524,41.388,36.95,author-curated independent response; source audit pending,0.862,-43.25,183.55,53.66,0.9768,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0183；Y02→REF-0493；Y03→REF-0184；Y04→REF-0185；Y05→REF-0186；Y06→REF-0481；Y07→REF-0479
HC-0056,1-Ethyl-2-Methylbenzene,611-14-3,reported,11903.0,C9H12,HYFLWBNQFMXCPA-UHFFFAOYSA-N,CCc1ccccc1C,development,C9H12,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,120.195,1.33333333333333,0.666666666666667,1.0,2.0,0.693147180559945,2.67433726126968,41.151,36.42,author-curated independent response; source audit pending,0.88066,-83.15,165.15,41.1,0.8354,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0187；Y02→REF-0493；Y03→REF-0180；Y04→REF-0188；Y05→REF-0189；Y06→REF-0481；Y07→REF-0479
HC-0057,1-Ethyl-4-Methylbenzene,622-96-8,reported,12160.0,C9H12,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,CCc1ccc(C)cc1,development,C9H12,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,120.195,1.33333333333333,0.666666666666667,1.0,2.0,1.09861228866811,2.67433726126968,41.123,35.62,author-curated independent response; source audit pending,0.86107,-63.15,161.95,38.91,0.6717,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0190；Y02→REF-0493；Y03→REF-0191；Y04→REF-0192；Y05→REF-0193；Y06→REF-0481；Y07→REF-0479
HC-0058,Benzene,71-43-2,reported,241.0,C6H6,UHOVQNZJYSORNB-UHFFFAOYSA-N,c1ccccc1,development,C6H6,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,78.114,1.0,1.0,1.0,0.0,2.56494935746154,1.60576943967352,40.142,35.5,author-curated independent response; source audit pending,0.877,5.49,80.15,-11.0,0.5959,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0194；Y02→REF-0493；Y03→REF-0072；Y04→REF-0195；Y05→REF-0196；Y06→REF-0479；Y07→REF-0479
HC-0059,Butylbenzene,104-51-8,reported,7705.0,C10H14,OCKPCBLVNKHBMX-UHFFFAOYSA-N,CCCCc1ccccc1,development,C10H14,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,134.222,1.4,0.6,1.0,1.0,1.09861228866811,4.10246062170412,41.462,35.83,author-curated independent response; source audit pending,0.86017,-88.05,182.85,71.0,0.9433,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0197；Y02→REF-0493；Y03→REF-0198；Y04→REF-0199；Y05→REF-0200；Y06→REF-0479；Y07→REF-0479
HC-0060,Cumene,98-82-8,reported,7406.0,C9H12,RWGFKTVRMDUZSP-UHFFFAOYSA-N,CC(C)c1ccccc1,development,C9H12,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,120.195,1.33333333333333,0.666666666666667,1.0,2.0,1.6094379124341,2.67433726126968,41.195,35.69,author-curated independent response; source audit pending,0.86412,-96.15,151.85,39.0,0.7376,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0201；Y02→REF-0493；Y03→REF-0202；Y04→REF-0203；Y05→REF-0204；Y06→REF-0479；Y07→REF-0479
HC-0061,Cyclohexylbenzene,827-52-1,reported,13229.0,C12H16,IGARGHRYKHJQSM-UHFFFAOYSA-N,c1ccc(C2CCCCC2)cc1,development,C12H16,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,polycyclic aromatic,True,160.26,1.33333333333333,0.5,2.0,2.0,1.6094379124341,3.75045045853975,41.045,41.0,author-curated independent response; source audit pending,0.94,7.15,239.55,91.91,1.3777,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0205；Y02→REF-0493；Y03→REF-0072；Y04→REF-0206；Y05→REF-0207；Y06→REF-0481；Y07→REF-0479
HC-0062,Decylbenzene,104-72-3,reported,7716.0,C16H26,UZILCZKGXMQEQR-UHFFFAOYSA-N,CCCCCCCCCCc1ccccc1,development,C16H26,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,218.384,1.625,0.375,1.0,1.0,1.09861228866811,9.44627983597909,42.224,36.28,author-curated independent response; source audit pending,0.8558,-14.41,293.05,128.45,3.0894,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0208；Y02→REF-0493；Y03→REF-0209；Y04→REF-0210；Y05→REF-0211；Y06→REF-0481；Y07→REF-0479
HC-0063,Ethylbenzene,100-41-4,reported,7500.0,C8H10,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,CCc1ccccc1,development,C8H10,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,True,106.168,1.25,0.75,1.0,1.0,1.09861228866811,2.50834780755501,40.924,35.66,author-curated independent response; source audit pending,0.9012,-94.15,136.15,12.8,0.6537,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0212；Y02→REF-0493；Y03→REF-0213；Y04→REF-0214；Y05→REF-0215；Y06→REF-0479；Y07→REF-0479
HC-0064,Indane,496-11-7,reported,10326.0,C9H10,PQNFLJBBNBOBRQ-UHFFFAOYSA-N,c1ccc2c(c1)CCC2,development,C9H10,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,polycyclic aromatic,True,118.179,1.11111111111111,0.666666666666667,2.0,2.0,1.09861228866811,1.87057684941378,40.299,38.89,author-curated independent response; source audit pending,0.963,-51.69,176.85,49.09,0.9732,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0216；Y02→REF-0493；Y03→REF-0217；Y04→REF-0218；Y05→REF-0219；Y06→REF-0481；Y07→REF-0482
HC-0065,Indene,95-13-6,reported,7219.0,C9H8,YBYIRNPNPLQARY-UHFFFAOYSA-N,C1=Cc2ccccc2C1,development,C9H8,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,polycyclic aromatic,True,116.163,0.888888888888889,0.666666666666667,2.0,2.0,0.693147180559945,1.72838066688292,39.768,39.76,author-curated independent response; source audit pending,0.9968,-1.75,180.85,51.82,1.3577,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0220；Y02→REF-0493；Y03→REF-0221；Y04→REF-0222；Y05→REF-0223；Y06→REF-0481；Y07→REF-0479
HC-0066,M-Cymene,535-77-3,reported,10812.0,C10H14,XCYJPXQACVEIOS-UHFFFAOYSA-N,Cc1cccc(C(C)C)c1,development,C10H14,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,134.222,1.4,0.6,1.0,3.0,1.09861228866811,2.86948395616641,41.344,35.76,author-curated independent response; source audit pending,0.861,-63.77,174.85,47.72,0.8063,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0224；Y02→REF-0493；Y03→REF-0225；Y04→REF-0226；Y05→REF-0227；Y06→REF-0481；Y07→REF-0479
HC-0067,M-Xylene,108-38-3,reported,7929.0,C8H10,IVSZLXZYQVIEFR-UHFFFAOYSA-N,Cc1cccc(C)c1,development,C8H10,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,106.168,1.25,0.75,1.0,2.0,1.09861228866811,1.99374471228726,40.803,35.43,author-curated independent response; source audit pending,0.85978,-48.15,139.15,23.34,0.5934,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0228；Y02→REF-0493；Y03→REF-0229；Y04→REF-0230；Y05→REF-0231；Y06→REF-0481；Y07→REF-0479
HC-0068,Mesitylene,108-67-8,reported,7947.0,C9H12,AUHZEENZYGFFBQ-UHFFFAOYSA-N,Cc1cc(C)cc(C)c1,development,C9H12,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,120.195,1.33333333333333,0.666666666666667,1.0,3.0,1.94591014905531,2.21887201680218,41.01,34.9,author-curated independent response; source audit pending,0.86103,-48.15,164.65,50.0,0.8449,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0232；Y02→REF-0493；Y03→REF-0233；Y04→REF-0234；Y05→REF-0235；Y06→REF-0479；Y07→REF-0479
HC-0069,O-Xylene,95-47-6,reported,7237.0,C8H10,CTQNGGLPUBDAKN-UHFFFAOYSA-N,Cc1ccccc1C,development,C8H10,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,106.168,1.25,0.75,1.0,2.0,1.09861228866811,1.99374471228726,40.812,36.07,author-curated independent response; source audit pending,0.8759,-25.15,143.85,32.0,0.7415,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0236；Y02→REF-0493；Y03→REF-0237；Y04→REF-0238；Y05→REF-0239；Y06→REF-0479；Y07→REF-0479
HC-0070,P-Cymene,99-87-6,reported,7463.0,C10H14,HFPZCAJZSCWRBC-UHFFFAOYSA-N,Cc1ccc(C(C)C)cc1,development,C10H14,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,134.222,1.4,0.6,1.0,3.0,1.6094379124341,2.86948395616641,41.35,34.8,author-curated independent response; source audit pending,0.8532,-69.15,176.85,47.0,0.9732,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0240；Y02→REF-0493；Y03→REF-0241；Y04→REF-0242；Y05→REF-0243；Y06→REF-0479；Y07→REF-0482
HC-0071,P-Xylene,106-42-3,reported,7809.0,C8H10,URLKBWYHVLBVBO-UHFFFAOYSA-N,Cc1ccc(C)cc1,development,C8H10,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,106.168,1.25,0.75,1.0,2.0,1.6094379124341,1.99374471228726,40.812,34.7,author-curated independent response; source audit pending,0.85668,13.15,138.25,22.72,0.6152,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0244；Y02→REF-0493；Y03→REF-0245；Y04→REF-0246；Y05→REF-0247；Y06→REF-0481；Y07→REF-0479
HC-0072,Propylbenzene,103-65-1,reported,7668.0,C9H12,ODLMAHJVESYWTB-UHFFFAOYSA-N,CCCc1ccccc1,development,C9H12,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,120.195,1.33333333333333,0.666666666666667,1.0,1.0,1.09861228866811,3.28591348619666,41.219,35.71,author-curated independent response; source audit pending,0.86272,-100.15,158.85,47.0,0.7966,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0248；Y02→REF-0493；Y03→REF-0249；Y04→REF-0250；Y05→REF-0251；Y06→REF-0479；Y07→REF-0479
HC-0073,Sec-Butylbenzene,135-98-8,reported,8680.0,C10H14,ZJMWRROPUADPEA-UHFFFAOYSA-N,CCC(C)c1ccccc1,development,C10H14,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,134.222,1.4,0.6,1.0,2.0,1.09861228866811,3.40377229355524,41.439,35.89,author-curated independent response; source audit pending,0.86195,-75.3,172.85,46.36,0.9502,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0252；Y02→REF-0493；Y03→REF-0249；Y04→REF-0253；Y05→REF-0254；Y06→REF-0481；Y07→REF-0479
HC-0074,Tetralin,119-64-2,reported,8404.0,C10H12,CXWXQJXEFPUFDZ-UHFFFAOYSA-N,c1ccc2c(c1)CCCC2,development,C10H12,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,polycyclic aromatic,True,132.206,1.2,0.6,2.0,2.0,1.09861228866811,2.45179018632659,40.525,39.43,author-curated independent response; source audit pending,0.9688,-35.85,206.85,69.58,1.6628,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0255；Y02→REF-0493；Y03→REF-0014；Y04→REF-0256；Y05→REF-0257；Y06→REF-0481；Y07→REF-0479
HC-0075,Toluene,108-88-3,reported,1140.0,C7H8,YXFVVABEGXRONW-UHFFFAOYSA-N,Cc1ccccc1,development,C7H8,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,92.141,1.14285714285714,0.857142857142857,1.0,1.0,1.09861228866811,1.78328603985543,40.525,35.32,author-curated independent response; source audit pending,0.86682,-95.05,110.65,4.0,0.5605,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0258；Y02→REF-0493；Y03→REF-0014；Y04→REF-0259；Y05→REF-0260；Y06→REF-0479；Y07→REF-0479
HC-0076,1-Methylnaphthalene,90-12-0,reported,7002.0,C11H10,QPUYECUOLPXSFR-UHFFFAOYSA-N,Cc1cccc2ccccc12,development,C11H10,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,polycyclic aromatic,True,142.201,0.909090909090909,0.909090909090909,2.0,3.0,0.693147180559945,2.38707482993197,39.339,40.29,author-curated independent response; source audit pending,1.02,-29.15,241.85,93.48,2.1179,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0261；Y02→REF-0493；Y03→REF-0262；Y04→REF-0263；Y05→REF-0264；Y06→REF-0481；Y07→REF-0479
HC-0077,Diphenylmethane,101-81-5,reported,7580.0,C13H12,CZZYITDELCSZES-UHFFFAOYSA-N,c1ccc(Cc2ccccc2)cc1,development,C13H12,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,polycyclic aromatic,True,168.239,0.923076923076923,0.923076923076923,2.0,2.0,2.19722457733622,3.90256275336251,39.61,39.7,author-curated independent response; source audit pending,1.008,25.85,261.85,107.14,2.235,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0265；Y02→REF-0493；Y03→REF-0266；Y04→REF-0267；Y05→REF-0268；Y06→REF-0481；Y07→REF-0479
HC-0078,(9Z)-9-Octadecene,1779-13-1,reported,5352245.0,C18H36,HSNQNPCNYIJJHT-ZCXUNETKSA-N,CCCCCCCCC=CCCCCCCCC,development,C18H36,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic alkene,False,252.486,2.0,0.0,0.0,0.0,1.09861228866811,16.74,43.423,,not available,0.782,-1.0,310.0,140.03,3.7129,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0079,1-Decene,,not available or not unambiguously resolved,13381.0,C10H20,AFFLGGQVNFXPEV-UHFFFAOYSA-N,C=CCCCCCCCC,development,C10H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic alkene,False,140.27,2.0,0.0,0.0,0.0,0.693147180559945,8.74,43.423,,not available,0.741,-66.3,170.56,44.79,0.8852,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0091；Y04→REF-0269；Y05→REF-0269；Y06→REF-0481；Y07→REF-0479
HC-0080,1-Heptene,,not available or not unambiguously resolved,11610.0,C7H14,ZGEGCLOFRBLKSE-UHFFFAOYSA-N,C=CCCCCC,development,C7H14,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic alkene,False,98.189,2.0,0.0,0.0,0.0,0.693147180559945,5.74,43.423,,not available,0.697,-119.7,93.6,-7.77,0.4318,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0270；Y04→REF-0271；Y05→REF-0272；Y06→REF-0481；Y07→REF-0479
HC-0081,1-Hexene,592-41-6,reported,11597.0,C6H12,LIKMAJRDDDTEIG-UHFFFAOYSA-N,C=CCCCC,development,C6H12,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic alkene,False,84.162,2.0,0.0,0.0,0.0,0.693147180559945,4.74,43.423,,not available,0.67323,-139.7,63.4,-26.0,0.3423,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0062；Y04→REF-0273；Y05→REF-0273；Y06→REF-0479；Y07→REF-0479
HC-0082,1-Nonene,124-11-8,reported,31285.0,C9H18,JRZJOMJEPLMPRA-UHFFFAOYSA-N,C=CCCCCCCC,development,C9H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic alkene,False,126.243,2.0,0.0,0.0,0.0,0.693147180559945,7.74,43.423,,not available,0.7433,-81.3,146.9,24.0,0.7009,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0274；Y04→REF-0275；Y05→REF-0274；Y06→REF-0479；Y07→REF-0479
HC-0083,"2,4,7-trimethyloctane",,not available or not unambiguously resolved,,C11H24,DUHKHXHIPOGMOW-UHFFFAOYSA-N,CC(C)CCC(C)CC(C)C,development,C11H24,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,156.313,2.18181818181818,0.0,0.0,3.0,1.6094379124341,5.625,44.0001791277757,,not available,0.750278391091485,-104.42,176.81,49.06123,0.972881562462343,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0084,1-Undecene,,not available or not unambiguously resolved,13190.0,C11H22,DCTOHCCUXLBQMS-UHFFFAOYSA-N,C=CCCCCCCCCC,development,C11H22,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic alkene,False,154.297,2.0,0.0,0.0,0.0,0.693147180559945,9.74,43.423,,not available,0.7503,-49.2,192.7,59.91,1.0796,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0278；Y04→REF-0278；Y05→REF-0278；Y06→REF-0481；Y07→REF-0479
HC-0085,"2,4-Dimethyl-1-heptene",19549-87-2,reported,123385.0,C9H18,CZGAOHSMVSIJJZ-UHFFFAOYSA-N,C=C(C)CC(C)CCC,development,C9H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic alkene,False,126.243,2.0,0.0,0.0,2.0,0.693147180559945,4.60296728788442,43.423,,not available,0.732,-77.8,121.0,10.94,0.6005,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0086,"2,4-Dimethylpent-2-ene",625-65-0,reported,12260.0,C7H14,VVCFYASOGFVJFN-UHFFFAOYSA-N,CC(C)=CC(C)C,development,C7H14,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic alkene,False,98.189,2.0,0.0,0.0,2.0,1.6094379124341,2.83889142283546,43.423,,not available,0.7123,-127.7,83.4,-14.74,0.4435,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0087,"2-Heptene, (2E)-",14686-13-6,reported,639662.0,C7H14,OTTZHAVKAVGASB-HWKANZROSA-N,CC=CCCCC,development,C7H14,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic alkene,False,98.189,2.0,0.0,0.0,0.0,0.693147180559945,5.74,43.423,,not available,0.713,-109.5,98.0,-4.77,0.4979,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0088,"2-Heptene, (2Z)-",6443-92-1,reported,643836.0,C7H14,OTTZHAVKAVGASB-HYXAFXHYSA-N,CC=CCCCC,development,C7H14,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic alkene,False,98.189,2.0,0.0,0.0,0.0,0.693147180559945,5.74,43.423,,not available,0.705,-81.4,98.4,-4.49,0.4995,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0089,"3-Heptene, (3Z)-",7642-10-6,reported,5357258.0,C7H14,WZHKDGJSXCTSCK-ALCCZGGFSA-N,CCC=CCCC,development,C7H14,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic alkene,False,98.189,2.0,0.0,0.0,0.0,0.693147180559945,5.74,43.423,,not available,0.713,-136.6,95.8,-6.27,0.4486,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0479
HC-0090,"3-Undecene, (3E)-",1002-68-2,reported,5362751.0,C11H22,SDTYFWAQLSIEBH-FNORWQNLSA-N,CCC=CCCCCCCC,development,C11H22,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic alkene,False,154.297,2.0,0.0,0.0,0.0,0.693147180559945,9.74,43.423,,not available,0.7516,-62.1,193.5,60.46,1.1331,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0091,4-Nonene,2198-23-4,reported,94226.0,C9H18,KPADFPAILITQBG-UHFFFAOYSA-N,CCCC=CCCCC,development,C9H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic alkene,False,126.243,2.0,0.0,0.0,0.0,0.693147180559945,7.74,43.423,,not available,0.732,-56.7,145.0,27.34,0.7353,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→not available；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
